AlbumID,GenreName
764,Pure Music
765,Rock
766,Hip Hop
767,Country
768,Pop
769,Jazz
770,Classic
771,Pure Music
772,Classic
773,Blues
774,Rock
775,Blues
776,Blues
777,Jazz
778,Pure Music
779,Country
780,Pop
781,Classic
782,Pop
783,Blues
784,Electronic
785,Blues
786,Jazz
787,Rock
788,Pure Music
789,Rock
790,Electronic
791,Country
792,Jazz
793,Jazz
794,Electronic
795,Blues
796,Blues
797,Hip Hop
798,Classic
799,Metal
800,Rock
801,Electronic
802,Pure Music
803,Pure Music
804,Country
805,Pop
806,Pure Music
807,Pop
808,Classic
809,Classic
810,Jazz
811,Pop
812,Electronic
813,Pop
814,Blues
815,Pop
816,Pure Music
817,Pure Music
818,Electronic
819,Hip Hop
820,Rock
821,Metal
822,Jazz
823,Hip Hop
824,Classic
825,Pure Music
826,Pop
827,Rock
828,Blues
829,Blues
830,Classic
831,Metal
832,Metal
833,Jazz
834,Blues
835,Hip Hop
836,Pop
837,Blues
838,Country
839,Electronic
840,Electronic
841,Classic
842,Pop
843,Rock
844,Pure Music
845,Jazz
846,Hip Hop
847,Blues
848,Rock
849,Pop
850,Pure Music
851,Pure Music
852,Hip Hop
853,Rock
854,Rock
855,Blues
856,Metal
857,Hip Hop
858,Pop
859,Hip Hop
860,Hip Hop
861,Rock
862,Rock
863,Pure Music
864,Pop
865,Country
866,Classic
867,Country
868,Pop
869,Hip Hop
870,Hip Hop
871,Electronic
872,Classic
873,Jazz
874,Metal
875,Jazz
876,Electronic
877,Metal
878,Hip Hop
879,Jazz
880,Pop
881,Blues
882,Hip Hop
883,Classic
884,Pop
885,Metal
886,Jazz
887,Country
888,Electronic
889,Country
890,Blues
891,Pure Music
892,Metal
893,Jazz
894,Blues
895,Country
896,Blues
897,Hip Hop
898,Electronic
899,Pop
900,Pure Music
901,Rock
902,Pure Music
903,Pure Music
904,Jazz
905,Classic
906,Classic
907,Electronic
908,Classic
909,Country
910,Classic
911,Rock
912,Pure Music
913,Pop
914,Metal
915,Jazz
916,Metal
917,Classic
918,Electronic
919,Blues
920,Electronic
921,Hip Hop
922,Hip Hop
923,Blues
924,Country
925,Jazz
926,Jazz
927,Electronic
928,Country
929,Hip Hop
930,Pure Music
931,Metal
932,Electronic
933,Jazz
934,Electronic
935,Rock
936,Blues
937,Jazz
938,Hip Hop
939,Hip Hop
940,Metal
941,Classic
942,Jazz
943,Hip Hop
944,Electronic
945,Metal
946,Country
947,Metal
948,Rock
949,Electronic
950,Blues
951,Classic
952,Classic
953,Pop
954,Blues
955,Blues
956,Pure Music
957,Hip Hop
958,Blues
959,Blues
960,Pop
961,Rock
962,Pop
963,Metal
964,Classic
965,Rock
966,Rock
967,Hip Hop
968,Jazz
969,Blues
970,Blues
971,Metal
972,Metal
973,Electronic
974,Hip Hop
975,Pure Music
976,Pop
977,Classic
978,Jazz
979,Country
980,Hip Hop
981,Country
982,Metal
983,Classic
984,Blues
985,Blues
986,Blues
987,Hip Hop
988,Country
989,Hip Hop
990,Metal
991,Electronic
992,Hip Hop
993,Pure Music
994,Pure Music
995,Hip Hop
996,Hip Hop
997,Country
998,Classic
999,Jazz
1000,Pure Music
1001,Blues
1002,Pop
1003,Hip Hop
1004,Electronic
1005,Classic
1006,Country
1007,Country
1008,Blues
1009,Pure Music
1010,Classic
1011,Classic
1012,Pop
1013,Pop
1014,Country
1015,Classic
1016,Electronic
1017,Electronic
1018,Hip Hop
1019,Metal
1020,Classic
1021,Classic
1022,Hip Hop
1023,Electronic
1024,Classic
1025,Classic
1026,Electronic
1027,Country
1028,Metal
1029,Classic
1030,Metal
1031,Jazz
1032,Pure Music
1033,Rock
1034,Blues
1035,Hip Hop
1036,Jazz
1037,Country
1038,Pop
1039,Country
1040,Jazz
1041,Pure Music
1042,Pure Music
1043,Pop
1044,Rock
1045,Country
1046,Rock
1047,Rock
1048,Hip Hop
1049,Country
1050,Blues
1051,Pure Music
1052,Electronic
1053,Pop
1054,Blues
1055,Metal
1056,Electronic
1057,Rock
1058,Jazz
1059,Hip Hop
1060,Rock
1061,Pure Music
1062,Blues
1063,Electronic
1064,Jazz
1065,Rock
1066,Jazz
1067,Electronic
1068,Pure Music
1069,Metal
1070,Jazz
1071,Hip Hop
1072,Hip Hop
1073,Metal
1074,Hip Hop
1075,Country
1076,Blues
1077,Jazz
1078,Jazz
1079,Blues
1080,Pure Music
1081,Jazz
1082,Country
1083,Pure Music
1084,Country
1085,Jazz
1086,Pure Music
1087,Pure Music
1088,Jazz
1089,Classic
1090,Rock
1091,Classic
1092,Blues
1093,Metal
1094,Classic
1095,Country
1096,Country
1097,Electronic
1098,Pop
1099,Pure Music
1100,Hip Hop
1101,Classic
1102,Jazz
1103,Pure Music
1104,Metal
1105,Rock
1106,Hip Hop
1107,Pop
1108,Hip Hop
1109,Metal
1110,Jazz
1111,Hip Hop
1112,Rock
1113,Pop
1114,Country
1115,Hip Hop
1116,Pop
1117,Country
1118,Rock
1119,Electronic
1120,Classic
1121,Jazz
1122,Jazz
1123,Rock
1124,Rock
1125,Pure Music
1126,Pop
1127,Pure Music
1128,Electronic
1129,Pop
1130,Pure Music
1131,Country
1132,Electronic
1133,Jazz
1134,Metal
1135,Blues
1136,Metal
1137,Rock
1138,Rock
1139,Hip Hop
1140,Pop
1141,Metal
1142,Metal
1143,Blues
1144,Rock
1145,Metal
1146,Classic
1147,Electronic
1148,Rock
1149,Classic
1150,Hip Hop
1151,Rock
1152,Classic
1153,Hip Hop
1154,Blues
1155,Blues
1156,Pure Music
1157,Metal
1158,Jazz
1159,Blues
1160,Pure Music
1161,Pure Music
1162,Metal
1163,Metal
1164,Pop
1165,Rock
1166,Electronic
1167,Rock
1168,Country
1169,Pop
1170,Country
1171,Rock
1172,Pop
1173,Rock
1174,Pure Music
1175,Pop
1176,Rock
1177,Jazz
1178,Jazz
1179,Blues
1180,Blues
1181,Country
1182,Metal
1183,Blues
1184,Rock
1185,Jazz
1186,Pure Music
1187,Metal
1188,Electronic
1189,Hip Hop
1190,Electronic
1191,Country
1192,Hip Hop
1193,Pop
1194,Hip Hop
1195,Electronic
1196,Country
1197,Pure Music
1198,Country
1199,Rock
1200,Pure Music
1201,Pop
1202,Pure Music
1203,Electronic
1204,Pop
1205,Pure Music
1206,Jazz
1207,Country
1208,Classic
1209,Country
1210,Pop
1211,Metal
1212,Electronic
1213,Electronic
1214,Electronic
1215,Metal
1216,Rock
1217,Rock
1218,Rock
1219,Rock
1220,Pop
1221,Jazz
1222,Pure Music
1223,Jazz
1224,Classic
1225,Pop
1226,Rock
1227,Pop
1228,Hip Hop
1229,Rock
1230,Hip Hop
1231,Country
1232,Electronic
1233,Jazz
1234,Electronic
1235,Classic
1236,Metal
1237,Blues
1238,Metal
1239,Hip Hop
1240,Metal
1241,Metal
1242,Country
1243,Classic
1244,Metal
1245,Metal
1246,Country
1247,Jazz
1248,Classic
1249,Country
1250,Pure Music
1251,Jazz
1252,Jazz
1253,Jazz
1254,Jazz
1255,Rock
1256,Pure Music
1257,Blues
1258,Pop
1259,Metal
1260,Pure Music
1261,Rock
1262,Classic
1263,Jazz
1264,Electronic
1265,Pure Music
1266,Classic
1267,Country
1268,Hip Hop
1269,Pop
1270,Pop
1271,Country
1272,Electronic
1273,Pure Music
1274,Country
1275,Pure Music
1276,Hip Hop
1277,Rock
1278,Pure Music
1279,Hip Hop
1280,Country
1281,Blues
1282,Rock
1283,Electronic
1284,Pop
1285,Metal
1286,Pure Music
1287,Blues
1288,Electronic
1289,Country
1290,Classic
1291,Classic
1292,Pop
1293,Metal
1294,Electronic
1295,Rock
1296,Hip Hop
1297,Classic
1298,Jazz
1299,Rock
1300,Pure Music
1301,Blues
1302,Metal
1303,Electronic
1304,Pop
1305,Blues
1306,Metal
1307,Country
1308,Country
1309,Jazz
1310,Rock
1311,Rock
1312,Metal
1313,Jazz
1314,Country
1315,Electronic
1316,Classic
1317,Pure Music
1318,Classic
1319,Blues
1320,Blues
1321,Jazz
1322,Blues
1323,Electronic
1324,Country
1325,Country
1326,Pure Music
1327,Hip Hop
1328,Classic
1329,Pop
1330,Jazz
1331,Blues
1332,Pure Music
1333,Rock
1334,Country
1335,Pure Music
1336,Pure Music
1337,Metal
1338,Metal
1339,Jazz
1340,Hip Hop
1341,Pop
1342,Electronic
1343,Jazz
1344,Country
1345,Jazz
1346,Country
1347,Jazz
1348,Rock
1349,Electronic
1350,Rock
1351,Hip Hop
1352,Electronic
1353,Pure Music
1354,Rock
1355,Pop
1356,Rock
1357,Pop
1358,Hip Hop
1359,Hip Hop
1360,Classic
1361,Country
1362,Pop
1363,Electronic
1364,Pop
1365,Rock
1366,Classic
1367,Pop
1368,Pure Music
1369,Pop
1370,Jazz
1371,Blues
1372,Country
1373,Pop
1374,Hip Hop
1375,Electronic
1376,Classic
1377,Country
1378,Rock
1379,Rock
1380,Classic
1381,Pop
1382,Rock
1383,Rock
1384,Pure Music
1385,Classic
1386,Rock
1387,Blues
1388,Blues
1389,Jazz
1390,Blues
1391,Metal
1392,Jazz
1393,Electronic
1394,Jazz
1395,Hip Hop
1396,Pop
1397,Pure Music
1398,Blues
1399,Jazz
1400,Metal
1401,Pop
1402,Country
1403,Country
1404,Blues
1405,Classic
1406,Pure Music
1407,Blues
1408,Pure Music
1409,Electronic
1410,Pop
1411,Pop
1412,Metal
1413,Pop
1414,Metal
1415,Hip Hop
1416,Hip Hop
1417,Metal
1418,Pure Music
1419,Classic
1420,Jazz
1421,Rock
1422,Classic
1423,Blues
1424,Rock
1425,Electronic
1426,Electronic
1427,Classic
1428,Electronic
1429,Blues
1430,Hip Hop
1431,Country
1432,Hip Hop
1433,Country
1434,Pure Music
1435,Hip Hop
1436,Classic
1437,Electronic
1438,Country
1439,Pop
1440,Classic
1441,Rock
1442,Electronic
1443,Metal
1444,Blues
1445,Hip Hop
1446,Metal
1447,Hip Hop
1448,Rock
1449,Electronic
1450,Pure Music
1451,Hip Hop
1452,Electronic
1453,Jazz
1454,Pure Music
1455,Country
1456,Country
1457,Country
1458,Country
1459,Metal
1460,Metal
1461,Pop
1462,Electronic
1463,Pure Music
1464,Classic
1465,Country
1466,Electronic
1467,Blues
1468,Metal
1469,Electronic
1470,Country
1471,Country
1472,Jazz
1473,Pure Music
1474,Country
1475,Country
1476,Electronic
1477,Country
1478,Country
1479,Country
1480,Rock
1481,Country
1482,Rock
1483,Pure Music
1484,Metal
1485,Metal
1486,Blues
1487,Country
1488,Metal
1489,Country
1490,Pure Music
1491,Jazz
1492,Pure Music
1493,Blues
1494,Country
1495,Rock
1496,Blues
1497,Blues
1498,Country
1499,Rock
1500,Pop
1501,Classic
1502,Country
1503,Jazz
1504,Jazz
1505,Metal
1506,Pure Music
1507,Jazz
1508,Jazz
1509,Country
1510,Electronic
1511,Electronic
1512,Jazz
1513,Electronic
1514,Rock
1515,Classic
1516,Electronic
1517,Jazz
1518,Electronic
1519,Rock
1520,Hip Hop
1521,Pure Music
1522,Rock
1523,Pop
1524,Pure Music
1525,Country
1526,Rock
1527,Rock
1528,Classic
1529,Country
1530,Blues
1531,Country
1532,Pop
1533,Hip Hop
1534,Blues
1535,Pop
1536,Pop
1537,Rock
1538,Pop
1539,Country
1540,Metal
1541,Blues
1542,Electronic
1543,Pure Music
1544,Country
1545,Country
1546,Pop
1547,Electronic
1548,Country
1549,Electronic
1550,Pop
1551,Metal
1552,Rock
1553,Electronic
1554,Rock
1555,Classic
1556,Hip Hop
1557,Pure Music
1558,Country
1559,Country
1560,Blues
1561,Jazz
1562,Blues
1563,Pop
1564,Electronic
1565,Metal
1566,Country
1567,Metal
1568,Classic
1569,Jazz
1570,Jazz
1571,Classic
1572,Pure Music
1573,Rock
1574,Pure Music
1575,Electronic
1576,Pure Music
1577,Rock
1578,Metal
1579,Blues
1580,Blues
1581,Classic
1582,Classic
1583,Pure Music
1584,Blues
1585,Rock
1586,Classic
1587,Metal
1588,Rock
1589,Electronic
1590,Rock
1591,Electronic
1592,Electronic
1593,Blues
1594,Country
1595,Country
1596,Classic
1597,Blues
1598,Pop
1599,Jazz
1600,Rock
1601,Metal
1602,Classic
1603,Pure Music
1604,Electronic
1605,Country
1606,Rock
1607,Hip Hop
1608,Pure Music
1609,Hip Hop
1610,Jazz
1611,Classic
1612,Country
1613,Blues
1614,Hip Hop
1615,Hip Hop
1616,Pure Music
1617,Pop
1618,Jazz
1619,Jazz
1620,Pop
1621,Classic
1622,Classic
1623,Electronic
1624,Electronic
1625,Country
1626,Rock
1627,Hip Hop
1628,Electronic
1629,Classic
1630,Electronic
1631,Jazz
1632,Blues
1633,Blues
1634,Rock
1635,Blues
1636,Metal
1637,Country
1638,Pure Music
1639,Rock
1640,Pop
1641,Classic
1642,Rock
1643,Hip Hop
1644,Electronic
1645,Classic
1646,Country
1647,Blues
1648,Pure Music
1649,Metal
1650,Pure Music
1651,Rock
1652,Electronic
1653,Pure Music
1654,Metal
1655,Metal
1656,Pop
1657,Jazz
1658,Country
1659,Electronic
1660,Blues
1661,Pure Music
1662,Pure Music
1663,Country
1664,Pure Music
1665,Pure Music
1666,Classic
1667,Classic
1668,Jazz
1669,Electronic
1670,Classic
1671,Hip Hop
1672,Metal
1673,Blues
1674,Pop
1675,Classic
1676,Blues
1677,Electronic
1678,Pure Music
1679,Country
1680,Classic
1681,Blues
1682,Pop
1683,Electronic
1684,Pop
1685,Rock
1686,Classic
1687,Rock
1688,Pop
1689,Electronic
1690,Metal
1691,Jazz
1692,Country
1693,Blues
1694,Blues
1695,Pure Music
1696,Pure Music
1697,Classic
1698,Electronic
1699,Country
1700,Metal
1701,Country
1702,Jazz
1703,Metal
1704,Pure Music
1705,Country
1706,Hip Hop
1707,Jazz
1708,Pure Music
1709,Electronic
1710,Jazz
1711,Hip Hop
1712,Country
1713,Classic
1714,Pure Music
1715,Country
1716,Jazz
1717,Hip Hop
1718,Blues
1719,Metal
1720,Metal
1721,Pop
1722,Pure Music
1723,Jazz
1724,Blues
1725,Pure Music
1726,Jazz
1727,Pop
1728,Hip Hop
1729,Electronic
1730,Electronic
1731,Rock
1732,Hip Hop
1733,Blues
1734,Hip Hop
1735,Electronic
1736,Metal
1737,Classic
1738,Rock
1739,Classic
1740,Hip Hop
1741,Country
1742,Metal
1743,Country
1744,Jazz
1745,Hip Hop
1746,Pure Music
1747,Electronic
1748,Pure Music
1749,Classic
1750,Jazz
1751,Jazz
1752,Jazz
1753,Metal
1754,Rock
1755,Pop
1756,Jazz
1757,Jazz
1758,Rock
1759,Blues
1760,Country
1761,Pure Music
1762,Classic
1763,Blues
1764,Jazz
1765,Blues
1766,Pop
1767,Classic
1768,Electronic
1769,Pure Music
1770,Blues
1771,Rock
1772,Metal
1773,Country
1774,Rock
1775,Blues
1776,Pop
1777,Pure Music
1778,Jazz
1779,Pure Music
1780,Hip Hop
1781,Rock
1782,Pure Music
1783,Metal
1784,Pure Music
1785,Rock
1786,Rock
1787,Electronic
1788,Rock
1789,Electronic
1790,Jazz
1791,Pop
1792,Pop
1793,Electronic
1794,Jazz
1795,Country
1796,Hip Hop
1797,Hip Hop
1798,Classic
1799,Electronic
1800,Pop
1801,Pop
1802,Jazz
1803,Blues
1804,Classic
1805,Electronic
1806,Electronic
1807,Classic
1808,Electronic
1809,Hip Hop
1810,Jazz
1811,Blues
1812,Pure Music
1813,Metal
1814,Hip Hop
1815,Electronic
1816,Pure Music
1817,Blues
1818,Rock
1819,Hip Hop
1820,Country
1821,Classic
1822,Country
1823,Hip Hop
1824,Pure Music
1825,Hip Hop
1826,Hip Hop
1827,Hip Hop
1828,Metal
1829,Electronic
1830,Metal
1831,Blues
1832,Jazz
1833,Pop
1834,Pop
1835,Pure Music
1836,Pure Music
1837,Blues
1838,Country
1839,Classic
1840,Country
1841,Pop
1842,Country
1843,Pop
1844,Jazz
1845,Jazz
1846,Pop
1847,Metal
1848,Classic
1849,Hip Hop
1850,Metal
1851,Pop
1852,Rock
1853,Metal
1854,Metal
1855,Hip Hop
1856,Rock
1857,Jazz
1858,Pure Music
1859,Metal
1860,Jazz
1861,Country
1862,Classic
1863,Jazz
1864,Blues
1865,Pure Music
1866,Hip Hop
1867,Rock
1868,Metal
1869,Metal
1870,Blues
1871,Hip Hop
1872,Jazz
1873,Jazz
1874,Blues
1875,Hip Hop
1876,Classic
1877,Classic
1878,Pure Music
1879,Hip Hop
1880,Jazz
1881,Hip Hop
1882,Pop
1883,Electronic
1884,Pure Music
1885,Electronic
1886,Classic
1887,Rock
1888,Electronic
1889,Rock
1890,Pop
1891,Pop
1892,Classic
1893,Country
1894,Country
1895,Jazz
1896,Pop
1897,Hip Hop
1898,Country
1899,Metal
1900,Pop
1901,Electronic
1902,Metal
1903,Hip Hop
1904,Hip Hop
1905,Blues
1906,Classic
1907,Rock
1908,Jazz
1909,Pop
1910,Country
1911,Pure Music
1912,Country
1913,Pop
1914,Hip Hop
1915,Pop
1916,Metal
1917,Rock
1918,Electronic
1919,Rock
1920,Rock
1921,Electronic
1922,Pop
1923,Electronic
1924,Pure Music
1925,Country
1926,Hip Hop
1927,Country
1928,Country
1929,Classic
1930,Hip Hop
1931,Pop
1932,Country
1933,Rock
1934,Blues
1935,Blues
1936,Rock
1937,Country
1938,Pop
1939,Hip Hop
1940,Blues
1941,Blues
1942,Classic
1943,Pure Music
1944,Electronic
1945,Blues
1946,Pure Music
1947,Classic
1948,Rock
1949,Blues
1950,Hip Hop
1951,Metal
1952,Country
1953,Classic
1954,Blues
1955,Rock
1956,Jazz
1957,Metal
1958,Pop
1959,Electronic
1960,Jazz
1961,Rock
1962,Pure Music
1963,Pure Music
1964,Country
1965,Hip Hop
1966,Electronic
1967,Classic
1968,Hip Hop
1969,Pop
1970,Jazz
1971,Hip Hop
1972,Pop
1973,Rock
1974,Rock
1975,Blues
