PlayListID,TrackID
39,855915
39,238957
39,233052
40,229001
40,375113
40,530313
40,92859
40,434864
41,786198
41,258284
41,959776
41,189100
41,376750
41,370928
41,561924
41,300844
41,49364
42,932228
43,898562
44,603481
44,556069
44,454612
44,252257
44,51853
45,908627
45,691016
45,803302
45,55712
45,720547
45,361649
46,276476
46,855297
46,374398
46,425688
46,172916
46,694976
46,9478
46,786727
47,359372
48,613749
49,279345
49,222032
49,483762
49,868207
49,370324
49,122547
50,604027
50,661378
50,322712
51,224404
51,108833
51,593269
52,625419
52,95372
52,802122
52,387149
52,514378
52,443752
52,705952
52,215338
52,876950
53,984982
53,772617
54,565137
54,339374
54,422420
54,568992
54,839006
55,435586
55,196659
55,665513
55,869582
56,32756
57,162633
57,567906
57,828012
57,506802
57,622752
57,611910
57,483542
58,182979
58,254123
58,852193
59,18917
59,860897
59,346079
59,583137
60,254338
60,583569
60,586783
60,52146
60,445606
60,855035
60,877376
60,372718
61,575686
61,493597
61,111665
61,422171
61,16696
61,392875
61,18757
61,882898
62,536827
62,451613
62,250250
63,448724
63,724222
63,387451
63,429932
63,401847
63,16609
63,585261
64,551561
64,38117
64,196484
64,927576
65,252115
65,421309
65,374499
65,437348
66,100485
66,490376
66,672452
66,957066
67,322599
67,210304
67,349572
67,755962
67,937833
67,827071
67,660672
68,900665
68,868567
68,505355
68,73854
68,382185
68,101073
68,538870
68,827418
68,976160
68,488854
69,577500
69,222853
69,830893
70,572149
71,15031
71,165283
71,533265
72,779924
72,453208
72,827089
73,144922
73,302319
73,186304
73,646278
74,243960
74,160049
74,812109
74,914129
75,594474
75,538759
75,408388
75,867785
75,41095
75,717562
75,649127
75,516264
76,656115
76,562512
77,171621
77,524314
77,58375
77,975918
78,231883
78,655564
78,799206
78,311618
78,991782
78,30424
78,762240
78,414664
79,172609
79,149207
79,54407
79,770672
80,661057
81,882332
81,298198
81,4106
82,16608
82,578212
82,242997
82,112054
82,315318
82,33292
83,109064
83,938788
83,803289
83,397438
83,850832
83,773677
83,96883
83,385779
84,476782
84,84119
84,899323
84,138633
84,998455
84,880059
84,27162
84,717564
85,448831
85,688514
85,769458
85,16325
85,187816
85,436255
86,593351
87,310573
87,84870
87,914244
88,312394
88,653228
88,12798
88,648800
88,271235
88,406434
88,201524
88,41669
88,134926
88,582072
89,463038
89,370198
89,755199
89,731887
89,760215
90,458864
90,144346
90,339130
90,677253
90,397141
90,308514
90,80612
91,65879
92,365301
92,668195
93,971900
94,820152
94,347331
94,572072
94,133936
94,575955
94,188031
94,558510
94,236924
94,248159
95,251170
95,260255
95,263294
95,855041
95,270231
95,981474
95,473441
95,337328
96,122677
97,600174
97,326993
97,818756
97,838090
97,551496
97,2965
97,534490
97,157591
97,26138
97,287108
98,893122
98,978260
98,296661
98,188164
98,3437
98,719679
99,10583
99,592109
99,615693
99,387897
99,933735
99,716455
99,578615
99,16609
100,717552
100,609134
100,973836
100,238054
100,704259
100,347321
100,525978
101,632637
101,181877
102,466442
103,78527
103,88297
104,474089
104,792322
104,488162
104,933376
104,195233
105,983529
105,765354
105,838092
105,776606
105,803290
105,868461
105,619139
105,608128
105,73856
105,801490
106,741683
106,125572
107,677810
107,782130
107,364883
107,138446
107,613749
107,858309
107,415051
108,523737
108,968120
108,554932
108,854436
108,377105
108,428752
109,660307
110,61621
111,99610
111,770474
111,142101
111,481956
111,618045
111,644532
111,541916
112,258232
112,357874
112,27056
112,593340
112,23518
112,436136
112,455829
112,860621
112,546891
113,146582
114,784469
114,340115
114,714140
114,475264
114,116825
114,583188
114,240011
114,916122
114,29112
115,87200
115,660931
115,366375
116,923082
116,273698
116,641619
116,405900
116,529870
117,164777
117,737043
117,136859
117,874444
117,463487
117,686447
117,364259
117,747854
117,423961
118,317555
118,559773
118,13816
118,534375
119,378130
119,409347
119,10640
119,972581
119,166330
119,944693
119,181752
120,945011
120,133355
120,771173
120,413775
120,701423
120,816393
120,472527
120,456895
120,220983
120,296032
121,876162
121,617260
121,317554
121,362891
121,274269
121,369519
121,256339
121,176854
121,452572
121,632306
122,649400
122,671484
122,489844
122,829661
123,668366
123,242148
123,618672
123,185944
123,795173
123,1959
123,954440
123,502886
123,810315
124,863724
124,793356
124,895270
124,470482
124,829670
124,585591
124,414371
124,187991
124,487568
125,276973
125,341712
125,531674
125,94442
125,600419
125,119979
125,767754
126,212151
126,160719
126,623044
126,669583
126,253710
126,530771
126,97905
127,306802
127,848070
127,120047
127,154384
127,832072
127,207029
128,495713
129,332538
129,982248
129,185776
129,140743
130,482452
130,789238
130,57221
130,302340
130,320268
130,322145
130,62497
130,313592
130,545761
131,404440
131,621454
131,881558
131,319324
131,162253
131,573161
131,111031
131,189924
131,868805
131,10390
132,496167
132,356863
132,18040
133,98916
133,294449
134,548438
135,864948
135,693631
135,445073
135,682036
135,441074
136,4306
136,42972
136,312376
136,314205
136,785643
136,512854
136,14475
137,332191
137,623870
137,333390
137,896422
137,523198
138,626247
138,590951
138,142495
138,548798
138,656167
138,908245
138,440069
139,578044
139,791655
140,141629
140,450441
140,718000
140,223578
140,397902
140,438766
140,527109
140,147644
141,755009
141,290057
141,203964
141,524236
141,108475
141,313964
141,658573
142,223451
142,446138
142,1971
142,97995
143,446501
143,290474
143,999004
143,310838
143,331652
143,401394
143,934857
143,897389
144,701841
144,355778
144,999777
144,692929
144,401407
144,2680
144,98539
144,585785
145,897859
145,616891
145,938843
145,918374
145,154564
145,482107
146,205149
146,803286
146,746684
146,48624
146,326940
146,702479
146,833590
147,211134
147,628881
147,40343
148,605816
148,72005
148,315811
148,107535
148,349683
148,849476
149,501608
149,562717
149,372781
149,325535
149,955017
149,278619
149,353116
149,640115
150,441793
150,58397
150,415565
150,456898
151,483345
151,86639
152,642413
152,69909
152,608178
153,155461
153,836624
154,74931
154,741670
154,990774
155,520589
155,842104
156,582315
156,918401
156,514105
156,496093
157,198562
157,597718
157,42463
157,282096
158,517887
158,18492
158,499154
159,124355
160,492400
160,2883
160,356854
160,547724
160,634906
160,50206
160,937243
160,641985
161,177865
161,722712
161,897074
161,976080
161,347176
161,71225
161,409163
161,680404
162,42461
162,725253
162,278127
162,805971
162,627008
162,6722
162,173164
162,415488
163,339462
163,749738
163,607873
163,236451
164,364141
164,622100
164,785447
164,442883
164,202925
164,808609
164,398707
165,868891
165,427998
165,348967
165,773924
165,8569
165,644298
165,495272
165,938994
165,83698
166,797002
166,116513
167,971259
167,387491
167,238942
167,947412
167,319675
167,783212
168,340860
168,499031
168,788572
168,308818
168,472511
169,59721
169,475765
169,127769
169,508509
169,820089
169,904609
169,67898
169,297530
170,735040
170,701700
170,590507
170,201940
170,589549
170,451489
170,80471
170,347195
171,480719
172,749878
172,291810
172,4108
172,360906
172,28144
173,927007
173,832512
173,922566
173,844574
173,829666
173,380900
173,694969
173,154410
173,665027
174,628879
174,748976
174,55728
174,238687
174,66128
174,186108
174,866087
174,247902
174,599362
175,743088
175,197417
176,710911
176,721020
176,946959
176,412678
176,667481
176,740363
176,426320
176,930177
176,665996
177,993295
177,28478
177,62974
178,772802
178,439246
178,521137
178,917475
178,170942
178,648263
179,70822
179,172720
179,16610
179,923927
179,429933
179,50986
179,749743
179,803288
179,986264
180,844225
180,863592
180,432437
180,969580
180,721049
180,781969
180,731717
180,749607
180,149541
181,401841
181,729069
181,948082
181,440058
181,21207
181,355577
181,356393
181,151029
181,354806
182,770336
182,194207
182,288896
182,695102
182,672824
182,351811
183,568810
183,955628
183,818590
184,501064
184,109402
184,576051
184,62493
184,347193
184,796797
184,272074
184,906976
184,291496
184,136711
185,510478
185,908468
185,270100
185,976679
185,136855
185,860891
185,367269
185,910583
185,196007
185,25165
186,234643
186,422295
186,383650
186,48421
186,283148
187,872772
187,247740
187,115113
187,435294
187,843211
187,590888
188,176119
188,492277
188,236933
188,204023
188,734568
188,814343
188,330057
189,250173
189,279454
190,80858
190,74414
190,426282
190,209684
190,313591
190,263800
190,457873
191,45171
191,660516
191,920920
191,548668
191,920688
191,645617
191,918062
191,25170
191,308358
191,718553
192,465078
192,626128
192,154088
192,801852
192,311499
192,226398
192,12122
192,822333
192,191642
192,105099
193,939454
193,285275
193,109690
193,536040
193,184373
193,410796
193,802169
193,522471
193,76365
193,175205
194,28874
194,518261
194,884674
194,821681
194,48442
194,315904
194,20896
194,603422
195,228851
195,411108
195,440051
195,884186
195,810617
195,389603
195,313590
195,129645
196,294208
196,690383
196,405375
197,774550
197,177283
197,991019
197,870900
197,25175
197,356137
197,31850
197,960479
197,389315
197,372369
198,839718
198,506074
198,380688
198,640619
198,63091
198,568782
198,169619
198,183208
198,978308
198,919606
199,905582
199,329906
199,907139
199,862002
199,188532
200,400428
200,356849
200,688605
200,456438
201,112746
201,294643
201,701793
201,668996
201,116167
201,392448
201,254884
202,965970
202,166877
202,829189
202,705580
203,464436
203,554604
203,478824
203,310902
203,29828
203,5211
203,595747
203,456014
203,247709
203,441316
204,109653
204,917326
204,392742
204,421208
204,177676
205,56610
205,749764
205,116850
205,544949
205,826118
205,174366
205,94509
205,479301
205,112471
205,531735
206,718851
206,936815
206,263771
206,910766
206,808964
206,442128
206,648056
206,419928
206,899739
206,819347
207,553392
207,235344
207,233112
207,366553
207,534602
207,770785
207,78322
208,349582
208,587297
208,270390
208,481650
208,468240
208,938305
208,485298
208,627541
208,179376
209,621331
209,450429
209,130
209,315688
209,502441
209,516327
209,385460
210,253815
211,610590
211,979667
211,455040
211,921876
211,446721
211,989356
211,441189
211,797557
211,564835
211,260584
212,779767
212,176023
212,819965
212,777492
212,622836
212,465232
212,532767
212,975718
212,406047
213,638120
213,133482
213,256934
213,838427
213,958494
213,377553
213,109293
214,401827
214,948716
214,368719
214,733265
214,998210
214,860892
214,210048
215,574891
215,304250
215,659803
215,314893
216,333193
216,808756
216,824168
216,674309
216,101981
216,258990
216,917278
217,628880
217,345200
218,920565
219,7198
220,947524
220,226343
220,409661
220,46063
221,333046
221,390037
222,156805
222,701084
222,365351
222,506964
222,389038
222,813914
222,308756
222,43247
223,166337
224,827990
224,803948
224,817957
224,837415
224,359760
224,765039
224,440057
224,393603
225,662961
225,891030
225,427303
225,332183
225,212072
225,501728
225,875131
225,73460
226,386637
226,415597
227,254015
227,57224
227,319976
228,394961
228,868950
228,128684
228,276973
228,938920
228,127412
228,376642
228,172201
228,397815
228,527269
229,5426
229,650851
229,528576
229,855730
229,553600
229,756384
230,508713
230,630758
230,267844
230,224236
230,556701
230,225366
230,933431
231,666718
231,55937
231,866762
231,98532
232,508727
233,94481
233,769727
233,997734
233,604009
233,912634
233,810161
233,72206
233,884672
233,747546
234,598044
234,872920
234,175158
234,316170
234,687077
234,313298
235,896131
235,944789
235,845879
235,564018
235,703348
235,538228
235,255062
235,359671
235,576947
235,763311
236,865926
236,169260
236,77954
236,456898
236,930954
236,230511
236,428947
236,209054
236,162634
237,2903
237,803183
237,104137
237,77441
238,34015
238,963968
238,894610
238,726929
238,999099
238,832330
238,604452
239,763308
239,419659
239,778831
239,42465
239,360446
239,65517
239,163761
239,401481
239,794798
240,769555
240,532476
240,669858
240,212071
240,625498
241,34702
241,923467
241,27518
242,33501
242,764402
242,18567
242,840459
242,424985
242,130789
243,568890
243,604713
243,389321
243,457395
243,542349
243,263521
243,996658
243,545087
243,696521
243,857495
244,366551
244,882342
244,247068
244,848778
245,481717
245,101991
245,892111
246,118722
246,938432
246,225593
246,267554
246,115122
247,479218
247,440064
247,112709
247,927064
247,353906
247,521300
247,115116
248,34459
248,249993
248,335388
248,538220
248,543420
249,60201
249,398233
249,786856
249,408845
250,170102
250,571782
250,65934
250,973503
250,616946
250,961265
251,829661
251,723711
251,797874
251,909449
251,837313
251,688999
251,139777
252,945000
252,598766
252,51318
252,456892
253,881742
253,69908
254,60149
254,704997
254,186696
255,901941
255,830693
255,297733
256,421389
256,389603
256,882343
256,805901
256,740970
256,500015
256,475412
257,603430
257,531509
257,160802
258,927184
258,898087
258,274525
258,610937
258,173700
258,643907
258,187011
258,828609
258,399017
258,851642
259,556104
259,548817
259,331568
259,332532
259,244932
259,549023
260,744385
260,877583
260,454075
261,639814
262,468765
262,812760
262,62818
262,200891
262,618947
263,441085
263,135651
263,705649
263,300379
263,234856
263,156046
263,460237
263,613582
264,546560
264,514590
264,161010
264,829661
264,693100
264,112278
264,678344
265,222507
265,140646
266,322135
266,781049
266,237280
266,931902
266,376905
266,397819
266,659104
266,909460
266,230933
267,318679
267,683839
267,942780
267,469331
267,451441
267,694943
268,280807
268,115407
268,869942
268,123889
268,362953
268,93221
268,48418
269,795116
269,755815
269,908058
269,485730
270,620867
270,321733
270,664623
270,405267
271,653717
271,95207
271,475371
271,216904
271,285448
271,401670
271,441367
271,169571
271,566622
271,595740
272,773434
272,500724
272,156772
272,106160
272,803045
272,788065
272,317519
272,25195
272,990828
272,419318
273,246706
273,415830
273,335437
273,451578
273,856547
273,174193
273,520954
274,858152
274,728092
274,645184
274,84998
275,375284
275,285451
276,782425
276,523935
276,687712
276,723827
276,261644
276,430143
276,451687
276,655808
276,854641
276,382218
277,198088
278,649121
278,284543
278,883895
278,5721
278,191353
278,829663
278,900227
278,277530
278,677299
279,11658
280,327162
280,228726
280,413799
281,717543
281,328712
281,966717
281,814294
281,258227
281,380330
281,491803
281,923083
282,659785
282,949981
282,413700
282,855395
282,581159
282,178389
282,42462
282,823097
282,480685
283,155666
284,70158
284,596882
284,436799
285,909700
285,879419
285,511131
285,343780
285,391129
285,470940
285,762232
285,807033
286,893591
287,16610
287,182241
288,653159
288,743248
288,927511
288,362811
288,745078
288,306573
288,441848
289,863553
289,581714
289,523218
290,9919
290,906746
290,949940
290,323127
290,688978
290,308494
290,69944
290,32987
290,177865
290,803140
291,209409
291,748534
291,25518
292,779910
292,890664
292,800761
292,351423
292,367655
292,156069
293,931354
294,98029
294,209598
294,126515
294,892833
294,330738
294,812143
294,974668
294,203615
294,166445
295,267993
296,425727
296,146664
296,863105
296,970323
297,429236
297,807726
297,212072
297,772983
297,802974
297,630714
297,31883
297,473099
298,984679
298,323315
298,532472
298,513415
299,414113
300,257410
300,492389
300,968546
300,906857
300,333863
300,364718
301,885043
301,789717
301,24012
302,88308
302,989086
303,919786
303,727096
303,885903
303,776709
303,182391
303,847404
303,325609
304,931697
304,234631
304,192093
305,347184
305,156657
305,735509
305,256949
305,439262
305,638968
305,605100
305,454050
305,202337
306,86852
306,626214
306,618843
306,315646
306,375413
306,191059
306,90170
306,62282
306,694966
307,633083
307,613755
307,892134
308,124398
308,268997
308,665193
308,347460
308,858847
309,90767
309,624013
309,34456
309,216930
309,834639
309,781708
309,127980
309,681370
309,665520
310,998452
310,24322
311,92537
311,524653
311,866665
311,312369
311,454665
312,833652
312,422177
312,574430
312,471685
313,475135
313,847502
313,315626
313,312392
313,731883
313,790762
314,855036
314,281302
315,192094
315,398862
315,911372
315,760944
315,192749
315,397439
315,390131
315,610462
316,499020
316,977794
316,232433
316,363349
316,490888
316,756466
316,440746
316,670146
317,3840
317,389333
317,255518
317,569749
318,496703
318,820408
319,296835
319,165142
319,735322
319,668294
319,381587
319,442990
319,800268
319,880965
319,388999
320,815919
320,263935
320,763488
320,967416
320,836967
320,312740
321,270322
321,862328
321,461511
322,118807
322,65750
322,702587
322,868619
322,34621
322,582490
322,151771
322,209118
322,757120
323,835483
323,746694
323,488009
323,522170
323,412532
323,837806
323,647029
323,27780
324,996099
324,748264
324,981259
324,957889
324,807316
324,77964
324,337614
324,302611
324,302058
325,384863
325,933878
325,10383
325,814295
325,217564
325,250004
325,174526
325,986881
326,896400
326,156180
326,275283
326,775725
326,800604
326,971189
326,412371
326,964023
326,412351
326,236935
327,867625
327,239739
327,184305
327,374308
327,140825
328,563640
328,115118
328,250413
328,346708
329,389324
329,338663
329,414806
329,34972
329,698979
329,729049
329,291029
329,938311
329,45569
330,477557
330,369895
330,107548
330,794
331,133829
331,405232
331,457050
331,348372
331,358725
331,191827
331,658035
331,393925
331,652157
331,3691
332,141070
332,786682
332,892947
332,426337
332,575016
332,497044
332,784453
332,994605
333,133852
333,26224
333,784456
333,381299
333,472660
334,858609
334,745150
334,794268
334,919164
334,159473
334,27190
334,358892
334,734895
334,262958
334,330762
335,602385
335,414642
335,234558
336,576938
336,497734
336,362175
336,715733
336,257131
336,393520
336,38800
336,617510
336,561231
336,832899
337,262127
337,827858
337,496544
337,655470
337,261238
337,534801
337,897593
337,755588
338,58035
338,959568
338,487765
338,423649
338,240243
338,270207
338,376691
338,546993
338,887060
338,636253
339,576931
339,89587
340,635187
340,88300
340,836797
340,396080
340,21485
340,479146
341,929050
341,94479
341,431242
341,318287
341,343145
341,89583
342,327606
342,448108
342,904607
342,172245
342,633756
342,675569
342,544052
342,611950
343,634139
343,633267
343,121054
343,509797
343,136854
344,742655
344,197722
344,856966
344,307237
344,789957
345,962292
345,930014
345,83881
346,615162
346,31165
346,181367
346,870512
346,7658
346,984048
346,513718
346,191059
346,875540
347,367770
347,891864
347,684937
347,4584
347,740882
348,590979
348,241938
348,434430
348,423111
348,136877
348,681451
349,695923
349,861256
349,908049
350,9039
351,385340
351,784111
351,525153
351,444181
351,62493
351,234638
351,58846
351,712154
351,88849
351,292292
352,80827
352,577819
352,329625
353,227588
353,900255
354,810662
354,847729
354,475510
354,718610
354,746266
354,898558
355,175205
355,708253
355,553282
355,455305
355,127569
355,903141
356,81794
356,164270
356,329614
356,428832
356,292198
356,435707
356,573127
356,135627
356,270207
356,942772
357,323469
357,476139
357,550352
357,649090
358,128980
358,769249
358,532300
358,25163
359,569022
359,747962
359,722957
359,831492
359,867430
359,2898
359,868618
360,678874
360,578025
360,139089
360,595373
360,248034
361,292776
361,412879
361,885910
361,610344
361,993919
361,542193
361,189125
361,620634
362,966842
362,346990
363,357246
363,237592
363,475348
363,488630
363,805968
363,779894
363,213099
363,801769
363,780765
364,216277
364,369903
364,322143
365,32955
365,702044
365,797264
365,337010
366,33476
366,790256
366,541948
366,840128
366,967252
366,166327
366,209485
367,53361
368,133888
368,542140
368,593346
368,5794
368,958535
368,15033
369,456967
369,250744
369,726120
369,304789
369,263889
369,56145
369,295978
369,899956
369,251882
370,879643
370,273841
370,738385
371,648977
371,154206
371,827285
371,799524
371,699071
371,997281
372,165131
372,107550
373,231385
373,547158
373,2474
374,962744
374,159155
374,925481
374,666304
374,873640
375,178367
375,909003
375,477929
375,125070
375,805285
376,547001
376,487393
376,126729
376,364710
376,897297
377,286169
377,42893
377,994480
377,784642
378,978024
378,22062
379,979475
379,345313
380,623449
380,735568
380,961168
380,445272
380,649125
380,175207
380,261177
380,762236
380,746724
381,247706
381,840534
381,435544
381,587424
381,62494
381,95624
381,932582
381,562662
381,945250
382,264312
382,561001
382,4598
382,804291
382,541003
383,569022
383,876851
383,794028
383,34462
383,59721
383,562323
383,358164
383,439322
383,152242
384,870648
384,670667
384,178486
384,523565
384,917144
385,215664
385,183190
385,142848
385,105995
385,48746
385,528020
386,764063
386,521294
386,664128
387,253192
388,34705
388,631102
388,42678
388,517220
388,182246
388,713009
388,25344
388,569684
389,257768
389,859149
389,347190
389,526062
390,489127
390,276969
391,449242
391,426402
391,665706
391,170731
391,943810
392,592112
392,725347
392,152509
392,254338
392,475680
393,844405
394,583888
395,963092
395,941294
395,23422
395,655642
395,429964
396,187331
396,222014
396,412590
396,712935
396,96879
396,152293
396,208736
396,234631
397,728571
398,804722
398,473094
398,397793
398,631909
399,760945
399,20795
399,13621
399,499080
399,717561
399,20570
400,18934
400,307758
400,516201
400,77670
400,401854
400,186097
400,914541
400,34700
401,305871
401,448938
401,203450
401,295942
401,920716
401,753442
402,258036
402,396738
403,88885
403,977619
403,129218
403,956644
403,646666
403,295678
404,828868
404,88923
404,612923
405,594034
405,236842
405,231229
405,498017
405,728095
405,253376
406,81477
406,929120
407,204079
407,80298
407,444945
408,577355
408,499825
408,58695
408,635576
408,368677
409,244130
409,177353
409,669906
409,79466
409,948488
409,598879
409,564394
409,475119
409,729189
410,980709
410,603431
410,911272
410,472237
410,149652
410,591720
410,410602
410,2244
411,758405
411,695738
411,795121
411,805713
411,96053
411,769319
411,443946
411,528580
411,812611
411,802817
412,524571
412,703191
412,78859
412,603432
412,949324
412,464898
413,541012
413,217806
413,805901
413,468231
413,258526
413,269369
413,942557
413,387867
413,894261
413,327798
414,40260
414,976988
414,367766
414,415432
414,99179
414,728086
414,248038
414,404781
414,365176
414,219259
415,483723
415,347334
415,166971
415,467051
415,206858
415,814951
416,568764
416,762109
416,201090
417,484617
417,221448
418,9948
419,256785
419,20137
419,746747
419,138118
419,471442
419,835925
420,133652
420,384024
420,901514
420,468593
420,502280
420,121443
420,544046
420,105798
421,596446
421,248030
422,946710
422,818649
422,138106
423,991017
423,327807
423,356084
423,633336
423,334661
423,422626
423,298733
423,758923
424,292383
424,906916
424,535025
424,963271
424,962195
424,91783
424,802622
424,382915
424,9047
425,615200
425,349293
426,288909
426,887043
426,236844
427,808298
427,788595
427,819345
427,129913
427,957412
428,143578
428,161371
429,1435
429,532910
429,742635
429,311552
429,998449
430,866679
430,998452
430,533467
430,542241
430,532468
430,478441
430,532696
430,880282
430,429675
430,108955
431,107548
431,127414
431,860576
431,974645
432,390173
432,442134
432,116245
432,225555
432,451497
432,312371
432,610364
432,54339
433,196990
433,978575
433,56464
434,565705
434,404687
434,86640
434,546560
434,776608
434,938175
434,770831
434,604461
434,76432
435,324566
435,592583
435,779773
436,140186
436,429929
436,783678
436,255411
436,855653
436,384836
436,462801
436,991756
436,783898
437,636433
437,807922
437,58122
437,360283
437,421834
437,14643
437,488626
437,295624
437,737764
437,157812
438,846263
438,569426
438,601772
438,323536
438,497450
438,917922
439,809344
439,422144
440,173153
440,290562
440,627147
440,685036
440,275344
440,649677
441,394935
441,40073
441,119028
441,422625
441,351459
442,820170
442,446833
442,542858
442,155665
442,322135
442,384737
442,842552
442,208970
443,756488
443,179401
443,796292
444,840027
444,904484
444,484352
444,212090
444,568008
445,527109
445,966049
446,508475
446,225035
446,814266
446,48420
446,508713
446,425428
446,609473
447,383558
448,1751
448,850832
448,375412
448,397576
448,793906
448,941151
449,331055
449,590961
449,358728
449,29060
449,222049
449,833419
449,178469
449,456213
449,948713
450,398991
450,170596
450,978419
450,531661
450,808022
450,103865
450,664610
451,356464
452,453464
452,98877
453,720482
453,8571
453,908122
453,482173
453,991758
453,389144
453,327799
453,521261
454,310222
454,385945
455,742624
455,783825
455,499685
455,716337
455,589834
456,418350
457,277468
457,579091
457,915678
457,449126
457,887694
457,524858
457,496550
458,81409
458,987367
459,521145
460,472814
460,158303
461,721303
461,848762
461,199621
462,554875
462,523821
462,142507
462,369621
462,168315
462,271725
462,252851
463,970923
463,862748
463,580616
464,79506
464,795366
465,216958
465,525560
465,910535
465,514931
465,940364
466,230445
466,896178
466,14856
466,369895
466,599316
467,340114
467,88921
468,485799
468,196046
468,348379
469,844787
469,249821
469,943120
469,152347
469,881509
469,525281
470,297669
470,171533
470,87416
470,693205
470,237881
470,694260
470,872198
470,100334
471,187738
471,543323
472,786720
472,731883
472,741671
472,874650
472,822187
473,755691
474,880936
474,480763
474,125688
474,557109
474,674687
474,295166
475,12622
475,868318
475,134453
475,100223
475,591295
475,68366
475,907566
476,30489
476,475549
477,37464
477,557024
477,825824
477,225428
477,673847
477,399426
477,264978
477,802626
478,214853
478,175202
478,785757
478,38718
478,583811
479,887387
480,928283
481,813094
481,422621
481,179089
481,571112
481,187366
481,887967
481,996842
481,179735
481,914191
482,956085
482,149406
483,136857
483,239133
483,991178
483,917480
483,376646
483,312377
483,249989
483,229637
483,566445
484,784460
484,514112
484,976853
484,624893
484,471871
484,696071
484,497779
484,340108
484,888950
484,620580
485,361070
485,797289
485,834777
485,36777
486,661711
486,812334
486,992796
486,436063
486,405725
486,627841
487,78774
487,103814
487,347329
487,275775
488,248658
488,117060
488,625451
488,997541
488,753326
489,116362
489,25272
489,107542
489,817211
489,890469
490,599365
490,98539
490,805397
490,306985
490,815931
490,166967
490,223405
490,496806
490,314174
490,922479
491,493786
491,699808
491,671092
491,14282
491,614316
491,335492
491,230280
491,982857
491,107539
491,584130
492,887297
493,469697
493,155341
494,643404
495,17040
495,337703
496,374151
496,722314
496,954764
497,449106
497,553617
497,551436
497,540897
497,350124
497,127417
497,382482
497,454835
498,25730
498,324414
498,618497
498,772217
498,821640
498,829793
498,987798
498,248036
498,78422
498,244269
499,474026
500,118809
500,89539
500,573502
500,373900
500,363149
500,222438
500,686267
500,136859
500,543346
500,8565
501,725035
501,637276
501,769281
502,234860
502,98543
502,70725
502,567990
502,714624
503,155674
503,313653
503,694973
503,484682
503,74925
504,922026
504,669632
504,9048
504,569030
504,447353
504,741859
505,442606
505,547158
505,441191
505,587736
506,688691
506,349251
506,197921
507,168120
507,84646
508,298721
509,160979
509,60705
509,395592
509,253714
509,73928
509,61384
509,171141
510,518271
510,312376
510,300527
510,547002
511,235073
511,593599
511,223866
511,218480
511,807921
512,453011
512,744374
512,913147
512,416023
512,628208
512,912119
512,833091
512,397822
512,631700
513,458189
513,165147
513,476896
513,417285
513,773431
513,16262
513,157752
513,927869
514,175199
514,993963
514,836798
514,548410
514,258221
514,250011
514,501908
515,328396
515,193902
515,468962
515,476808
515,923094
515,592124
515,796628
516,368408
516,968952
516,702699
516,663225
516,646509
516,491667
516,170106
516,247066
516,911815
516,928081
517,56269
517,752252
518,553920
518,906274
518,617629
518,893711
518,948555
518,968031
518,748716
519,148606
520,209603
520,520207
520,430143
520,84893
521,174833
521,654946
521,531936
521,391551
521,742631
521,613756
522,10392
522,467770
522,761476
522,804475
522,428755
522,824575
523,829347
523,202876
523,795117
523,932524
523,496538
523,718905
524,317756
524,363052
524,661500
