ArtistID,ArtistName
642,Le Yu
643,Le Yu
644,Le Yu
645,Le Yu
646,Michael McCuistion
647,Superchunk
648,Arizona Zervas
649,Sabai
650,Cabballero
651,Johann Sebastian Bach
652,Johann Sebastian Bach
653,Johann Sebastian Bach
654,Johann Sebastian Bach
655,Johann Sebastian Bach
656,Johann Sebastian Bach
657,Johann Sebastian Bach
658,Johann Sebastian Bach
659,Johann Sebastian Bach
660,Johann Sebastian Bach
661,Johann Sebastian Bach
662,Johann Sebastian Bach
663,Seu Jorge
664,Ana Carolina
665,Ana Carolina
666,Fat
667,Citizen Cope
668,Citizen Cope
669,Buddy DeFranco Quintet
670,Ibibio Sound Machine
671,Kenny Loggins
672,London Elektricity
673,London Elektricity
674,Sixpence None The Richer
675,Holly Golightly
676,Big Drill Car
677,Ismaël Lô
678,Bob Dylan
679,Fernando Sor
680,Stevie Wonder
681,Fiona J. Mackenzie
682,Cy Coleman
683,Francis Poulenc
684,Ned Rorem
685,Isaac Albéniz
686,Johann Sebastian Bach
687,Johann Sebastian Bach
688,John Ward
689,Philippe Rogier
690,Franz Schubert
691,Thomas Arne
692,George Frideric Handel
693,Johann Sebastian Bach
694,Luther Allison
695,Carey Bell
696,Albert Collins
697,Dave Hole
698,Buddy Guy
699,Guided By Voices
700,Alex Isley
701,Derek Sherinian
702,Will Smith
703,Will Smith
704,Will Smith
705,Will Smith
706,Will Smith
707,Will Smith
708,Will Smith
709,DJ Jazzy Jeff & The Fresh Prince
710,Will Smith
711,Will Smith
712,Will Smith
713,Will Smith
714,Vallejo
715,Whitney Houston
716,Whitney Houston
717,Whitney Houston
718,Whitney Houston
719,Richard Rodgers
720,Richard Rodgers
721,Richard Rodgers
722,Richard Rodgers
723,Richard Rodgers
724,Richard Rodgers
725,Richard Rodgers
726,Richard Rodgers
727,Richard Rodgers
728,Richard Rodgers
729,Richard Rodgers
730,Richard Rodgers
731,Richard Rodgers
732,Tahiti 80
733,Night Lovell
734,Simon & Garfunkel
735,Dune
736,Jasiah
737,Lil Gnar
738,Exotic Animal Petting Zoo
739,Oklahoma! Orchestra (1979)
740,Laurence Guittard
741,Christine Andreas
742,Laurence Guittard
743,Harry Groener
744,Christine Ebersole
745,Christine Andreas
746,Bruce Adler
747,Christine Andreas
748,Laurence Guittard
749,Martin Vidnovic
750,Philip Rash
751,Christine Ebersole
752,Laurence Guittard
753,Oklahoma! Ensemble (1979)
754,Under Two Tables
755,Johannes Brahms
756,Johannes Brahms
757,Mr. Billy
758,A Hawk And A Hacksaw
759,Clerks (Original Motion Picture Soundtrack)
760,Love Among Freaks
761,Girls Against Boys
762,Alice In Chains
763,Bash & Pop
764,Supernova Chile
765,The Jesus Lizard
766,Golden Smog
767,Bad Religion
768,Stabbing Westward
769,Corrosian Of Conformity
770,Seaweed
771,The Martini's
772,Stacy Lane
773,L.H. & the Memphis Sounds
774,The Pac-Keys
775,The Packers
776,Tae Brooks
777,Koko Taylor
778,Kenny Neal
779,Lil Ed & The Blues Imperials
780,Katie Webster
781,William Clarke
782,Tinsley Ellis
783,Charles Brown
784,Son Seals
785,Lonnie Brooks
786,Little Charlie & The Nightcats
787,Elvin Bishop
788,Saffire-The Uppity Blues Women
789,"Clarence ""Gatemouth"" Brown"
790,Charlie Musselwhite
791,The Gories
792,Bardo Pond
793,Iggy Azalea
794,Richard Devine
795,Nobukazu Takemura
796,Atari Teenage Riot
797,Nancy Wilson
798,Foetus
799,KUURO
800,2u4u
801,Kyo
802,Kittie
803,Bruno Weil
804,Bavarian Radio Symphony Orchestra
805,Wiener Symphoniker
806,Yuzuko Horigome
807,Richard Tognetti
808,Orchestra del Maggio Musicale Fiorentino
809,Anthony Newman
810,Carl Philipp Emanuel Bach Chamber Orchestra
811,Ab Koster
812,Canadian Brass
813,Jean-Pierre Rampal
814,Academy of St. Martin in the Fields
815,Daniela Katzenberger
816,Víctor Manuel
817,Víctor Manuel
818,Pablo Milanés
819,KennyHoopla
820,Another Black Day
821,Northern State
822,Northern State
823,Northern State
824,Northern State
825,Northern State
826,Angels Of Light
827,Meatyard
828,Foreign Air
829,Gangway
830,Shuya Okino
831,Shuya Okino
832,Clearlake
833,Woodhands
834,DoppelgängeR
835,Gridlok
836,Gillian Welch
837,A Tribe Called Quest
838,A Tribe Called Quest
839,A Tribe Called Quest
840,A Tribe Called Quest
841,Robin Trower
842,Brandtson
843,Nuclear Socketts
844,Mount Sims
845,Mount Sims
846,Mount Sims
847,Noel Gallagher
848,Gabe 'Nandez
849,Backwood Q
850,Pinky Pop Hepburn
851,Hanabasami Kyo
852,Shishigami Leona
853,AZKi
854,Otogibara Era
855,Warabeda Meiji
856,Else with Poki the shark
857,Inui Toko
858,AZKi
859,Else
860,Otogibara Era
861,Shishigami Leona
862,Folk Implosion
863,The Knack
864,The Juliana Hatfield Three
865,The Indians
866,World Party
867,The Posies
868,Lisa Loeb & Nine Stories
869,U2
870,Crowded House
871,Lenny Kravitz
872,Ethan Hawke
873,Dinosaur Jr.
874,Me Phi Me
875,Squeeze
876,Big Mountain
877,Alanis Morissette
878,Neil Young
879,Korn
880,Bush
881,Oasis
882,Sarah McLachlan
883,The Wallflowers
884,Jamiroquai
885,Peter Gabriel
886,Wilco
887,Cosmicity
888,Geschwister Hofmann
889,Redemption
890,Life as Cinema
891,R. Andrew Lee
892,Mieczysław Karłowicz
893,Judas Priest
894,Coachwhips
895,Ugly Heroes
896,Walter Thompson III
897,Jamiroquai
898,Jamiroquai
899,Cause & Effect
900,Dick Hyman & Randy Sandke
901,Phil Lam
902,Adam Sandler
903,Adam Sandler
904,Adam Sandler
905,Adam Sandler
906,Adam Sandler
907,Adam Sandler
908,Ska-P
909,Curtis Macdonald
910,Visqueen
911,Randy Sandke
912,Explosions In The Sky
913,Tom Marlow
914,The Samples
915,Dawson Cowals
916,Lisa Loeb
917,Ned's Atomic Dustbin
918,Fishbone
919,Emerald Mind
920,Anastacia
921,Fig Dish
922,Cradle Of Filth
923,Sanctum
924,Men At Work
925,New Bomb Turks
926,Sean Kelly
927,Daniel Santos
928,Daniel Santos
929,Cherry Poppin' Daddies
930,Art Blakey & The Jazz Messengers
931,Lee Aaron
932,JayDaYoungan
933,JayDaYoungan
934,JayDaYoungan
935,JayDaYoungan
936,JayDaYoungan
937,ruby
938,The Black Watch
939,The Presidents Of The United States Of America
940,19th Hole
941,Alexander Glazunov
942,Modern Talking
943,Steve Hunter
944,Lvcky
945,Lvcky
946,Lvcky
947,Blue System
948,The Decemberists
949,Gioachino Rossini
950,Pyotr Ilyich Tchaikovsky
951,Antonio Vivaldi
952,John Adams
953,Gabriel Fauré
954,Johann Sebastian Bach
955,Ludwig van Beethoven
956,Edvard Grieg
957,Béla Bartók
958,Franz Joseph Haydn
959,Johannes Brahms
960,Camille Saint-Saëns
961,Frédéric Chopin
962,Claude Debussy
963,Paul Dukas
964,Antonín Dvořák
965,Wolfgang Amadeus Mozart
966,Sergei Prokofiev
967,Wolfgang Amadeus Mozart
968,Igor Stravinsky
969,Robert Schumann
970,Dmitri Shostakovich
971,John Williams
972,Tom Newman
973,Mano Negra
974,Jellyfish
975,Money Talks
976,Johnny Clegg & Savuka
977,Rebel MC
978,Tones On Tail
979,Caron Wheeler
980,Franz Liszt
981,Smash Mouth
982,Third Eye Blind
983,Goldfrapp (Goldfrapp are Alison Goldfrapp and Will Gregory)
984,Stereophonics
985,Vanessa Carlton
986,Andy Stochansky
987,Rachael Yamagata
988,The Flaming Lips
989,Balligomingo
990,Ziggy Marley
991,Love Spit Love
992,DeVotchKa
993,Monika Juhasz-miczura
994,Ferenc Borbiczki
995,Gábor Reviczky
996,Péter Geszti
997,László Méhes
998,Ferenc Borbiczki
999,Gábor Reviczky
1000,Kórus Nöi
1001,Réka Juhász
1002,Kórus Frérfi
1003,Tibor Szervét
1004,László Méhes
1005,András Sipos
1006,Erzsébet Kútvölgyi
1007,Réka Juhász
1008,László Dés
1009,Art Blakey & The Jazz Messengers
1010,Lexy
1011,AOR
1012,Lull
1013,Bill Fair
1014,Werner Schneyder
1015,Jerome Moross
1016,Steve Reich
1017,William Byrd
1018,George Frideric Handel
1019,Wolfgang Amadeus Mozart
1020,Benjamin Britten
1021,Henry Purcell
1022,Wolfgang Amadeus Mozart
1023,Johann Sebastian Bach
1024,James MacMillan
1025,Antonio Vivaldi
1026,Johannes Brahms
1027,Wolfgang Amadeus Mozart
1028,Philippe Rogier
1029,Hector Berlioz
1030,Frank Bretschneider
1031,Aurelio Voltaire
1032,Colourbox
1033,M/A/R/R/S
1034,William Brittelle
1035,William Brittelle
1036,William Brittelle
1037,Philharmonia
1038,The City of Prague Philharmonic Orchestra
1039,Colin James
1040,Annie Lennox
1041,Annie Lennox
1042,Systems Officer
1043,Fantasia
1044,George Huff
1045,Diana DeGarmo
1046,LaToya London
1047,Jennifer Hudson
1048,Amy Adams
1049,Matthew Rogers
1050,Jasmine Trias
1051,Jon Peter Lewis
1052,Camile Velasco
1053,Leah Labelle
1054,John Stevens
1055,American Idol Finalists- Season 3 ENSEMBLE
1056,µ-Ziq
1057,Michael Kaeshammer
1058,Michael Kaeshammer
1059,Michael Kaeshammer
1060,Michael Kaeshammer
1061,Michael Kaeshammer
1062,Michael Kaeshammer
1063,The Original Jazz Messengers
1064,Art Blakey
1065,Trey Songz
1066,Trey Songz
1067,Trey Songz
1068,Etta James
1069,Cynical Existence
1070,Cynical Existence
1071,Cynical Existence
1072,Dolorean
1073,John Cale
1074,Dan Melchior's Broke Revue
1075,Jean Sibelius
1076,Jean Sibelius
1077,Fun Factory
1078,Luniz
1079,Luniz
1080,Luniz
1081,Luniz
1082,Luniz
1083,Luniz
1084,Luniz
1085,Luniz
1086,Luniz
1087,Luniz
1088,Luniz
1089,Hit the Deck
1090,Cowboy Junkies
1091,Lew Tabackin
1092,June April
1093,Iris
1094,Rob Halford
1095,Fight
1096,DJ Roc
1097,Grave Digger
1098,Megaherz
1099,Bow Wow Wow
1100,Kenny G
1101,Kenny G
1102,Kenny G
1103,Dua Lipa
1104,Dua Lipa
1105,Dua Lipa
1106,Dua Lipa
1107,I-remain
1108,My Morning Jacket
1109,Art Blakey & The Jazz Messengers
1110,Ray LaMontagne
1111,Deru
1112,Undertipper
1113,Sven-David Sandström
1114,Sven-David Sandström
1115,Sven-David Sandström
1116,Sven-David Sandström
1117,Sven-David Sandström
1118,SR-71
1119,Xperience
1120,Preservation
1121,Preservation
1122,Preservation
1123,Preservation
1124,Preservation
1125,Preservation
1126,Preservation
1127,Preservation
1128,Preservation
1129,Preservation
1130,Preservation
1131,Preservation
1132,Preservation
1133,Three Days Grace
1134,San Quentin Mixtape
1135,San Quentin Mixtape
1136,San Quentin Mixtape
1137,San Quentin Mixtape
1138,San Quentin Mixtape
1139,San Quentin Mixtape
1140,San Quentin Mixtape
1141,San Quentin Mixtape
1142,San Quentin Mixtape
1143,San Quentin Mixtape
1144,San Quentin Mixtape
1145,San Quentin Mixtape
1146,San Quentin Mixtape
1147,San Quentin Mixtape
1148,San Quentin Mixtape
1149,San Quentin Mixtape
1150,San Quentin Mixtape
1151,Shofu
1152,Shofu
1153,Shofu
1154,Shofu
1155,Shofu
1156,Shofu
1157,Shofu
1158,Shofu
1159,Aria Bare
1160,Smiley
1161,Marit Bergman
1162,Andrew Bird
1163,Allen Ginsberg
1164,Mimosa/Moize
1165,Kelis
1166,Kelis
1167,Kelis
1168,Kelis
1169,Mercury Rev
1170,Pechenga
1171,Kate Smith
1172,Kate Smith
1173,Kate Smith
1174,Kid Rock
1175,Mia Doi Todd
1176,DJ Mayonnaise
1177,Deep Puddle Dynamics
1178,Buck 65
1179,DJ Signify
1180,Slug
1181,Adam Drucker
1182,Alias
1183,Sole
1184,Mr. Skurge
1185,Slug
1186,Sole
1187,Sixtoo
1188,DJ Signify
1189,Buck
1190,Pedestrian
1191,Lacrimosa
1192,Dave Van Ronk
1193,Dave Van Ronk
1194,D.J. U-Neek
1195,Passion Passion
1196,Bone Thugs-N-Harmony
1197,Cappadonna
1198,Ghostface Killah
1199,Camp Lo
1200,Ambersunshower
1201,Jamie Foxx
1202,PREMIER
1203,Lou Rawls & Biz Markie
1204,Method Man
1205,Marcus Miller
1206,INSANE CLOWN POSSE (ICP)
1207,Invert
1208,Desertshore
1209,Ali Jihad Racy
1210,Echo Image
1211,Echo Image
1212,Echo Image
1213,Echo Image
1214,Project 314
1215,Franz Schubert
1216,Philip Glass
1217,Philip Glass
1218,Japancakes
1219,Hillbilly Casino
1220,Mountain
1221,Leslie West
1222,The Blamed
1223,One 21
1224,Project 86
1225,El Gran Combo De Puerto Rico
1226,Alex Cline Ensemble
1227,Bob Childers
1228,Jimmy LaFave
1229,Jimmy LaFave
1230,Joel Rafael
1231,Slaid Cleaves
1232,Eliza Gilkyson
1233,Kevin Welch
1234,Michael Fracasso
1235,Johnny Irion
1236,Ribbon of Highway Cast
1237,Sara Lee Guthrie
1238,Pete Seeger
1239,Ellis Paul
1240,Phoenix Orion
1241,Kinski
1242,Circle
1243,Gravitar
1244,Overhang Party
1245,Tarantula Hawk
1246,Uptight
1247,ST-37
1248,Vocokesh
1249,Farflung
1250,SpeakerCranker
1251,DMQB
1252,SubArachnoid Space
1253,Fuzzhead
1254,Numinous
1255,Escapade
1256,ACID MOTHERS TEMPLE
1257,Abunai!
1258,Primordial Undermind
1259,Transpacific
1260,Rubble
1261,Yeti
1262,Goldmund
1263,Hovern Engan
1264,Vorsgan Akhper
1265,Hey Djan
1266,Ashkharooms Akh Chim Kashi
1267,Madjakl
1268,Akh Im Pokrik Pourastan
1269,Ov Tou Kousan
1270,Too En Klkhen
1271,Dle Yaman
1272,Jordin Sparks
1273,Matt Bloyd
1274,Snuffy
1275,Pete Anthony
1276,Alec Empire
1277,Jean-Philippe Rameau
1278,The Bangles
1279,Heart
1280,KaW
1281,Watershed
1282,Anne Mattila
1283,Anniina Mattila
1284,Anneli Mattila
1285,Anitta Mattila
1286,"Anne, Anniina & Anitta Mattila"
1287,Tullycraft
1288,Zalman Goldstein
1289,Joe Pesci
1290,Van Morrison
1291,The Clash
1292,Johnny Thunders
1293,R.E.M.
1294,UB40
1295,Martha Reeves & The Vandellas
1296,The Marvelettes
1297,The Cellos
1298,The Melodians
1299,Big Brother & The Holding Company
1300,The Who
1301,Dieter Hildebrandt
1302,Mischa Matéjic
1303,Dieter Hildebrandt
1304,Dieter Hildebrandt
1305,Werner Schneyder
1306,Dieter Hildebrandt
